text,label
launch Food Network,open_app
افتح تطبيق Maps الآن,open_app
I feel hopeful,out_of_scope
افتح تطبيق TikTok الآن,open_app
شغل برنامج TikTok,open_app
could you open Disney Plus,open_app
start Xumo,open_app
تمام,out_of_scope
افتح تطبيق Snapchat الآن,open_app
دور على أخبار الرياضة,search
طفي وضع الطيران,settings
launch Pluto TV,open_app
اقفل الموقع,settings
enable two factor authentication,out_of_scope
الغ التنبيهات,settings
open Dailymotion,open_app
go to the game store,open_app
search Netflix for Inception,open_app_and_search
I’m feeling tired,out_of_scope
adjust equalizer,settings
دور على أفضل المطاعم,search
اقفل WiFi,settings
start GoPro,open_app
كيف حالك؟,out_of_scope
شو أخبارك؟,out_of_scope
change system language,settings
شغل تطبيق WhatsApp,open_app
I’m cooking dinner,out_of_scope
go to Discovery,open_app
go to Disney Plus,open_app
روح على Chrome واعرض مباريات اليوم,open_app_and_search
my friend canceled,out_of_scope
find archeology documentaries,search
turn the volume all the way down,settings
start the app for shows,open_app
go to Shudder,open_app
make screen darker,settings
عايز معلومات عن تمارين رياضية,search
لا,out_of_scope
use Prime Video search and look for action,open_app_and_search
افتح التنبيهات,settings
find cat videos on YouTube,open_app_and_search
طفي البيانات,settings
اقفل الموقع,settings
go to Prime Video and search for Tom Hanks movies,open_app_and_search
عايز معلومات عن أفضل المطاعم,search
شو رأيك بالسياسة؟,out_of_scope
start Pandora,open_app
search movies in Spanish,search
what should I eat today,out_of_scope
load Hulu and search for reality shows,open_app_and_search
take me to Netflix and search horror,open_app_and_search
open Netflix and search Stranger Things,open_app_and_search
شغل برنامج Netflix,open_app
كيف أقدر ألاقي أماكن سياحية,search
I feel too hot,out_of_scope
I’m going to take a shower,out_of_scope
افتح تطبيق Instagram,open_app
افتح التنبيهات,settings
أريد معرفة معلومات عن أفضل المطاعم,search
turn on screen saver,settings
افتح Chrome وابحث عن أغاني هادئة,open_app_and_search
my plans got canceled,out_of_scope
go to Spotify and find jazz playlists,open_app_and_search
اختبرني في الرياضيات,out_of_scope
دور على أفضل المطاعم,search
افتح Chrome عشان أدور على أغاني هادئة,open_app_and_search
افتح تطبيق Gmail,open_app
I’m stuck outside,out_of_scope
search The Last of Us,search
افتح تطبيق WhatsApp,open_app
دور على أسعار السيارات,search
start Prime Video and look for The Boys,open_app_and_search
روح على WiFi,settings
شغل Google ودور على كتب مفيدة,open_app_and_search
Prime Video show me action movies,open_app_and_search
my day was okay,out_of_scope
open the Netflix app and find crime documentaries,open_app_and_search
I don’t understand my homework,out_of_scope
ابحث عن وصفات طبخ,search
search for samurai movies,search
شغل تطبيق Facebook,open_app
change caption background,settings
ادخل على تطبيق Snapchat,open_app
افتح Google عشان أدور على صور طبيعة,open_app_and_search
my head hurts,out_of_scope
كيف أقدر ألاقي وصفات طبخ,search
show me Prime Video and I'll search action,open_app_and_search
شو رأيك بالسياسة؟,out_of_scope
كيف حالك؟,out_of_scope
احكيلي نكتة,out_of_scope
unmute,settings
مش فاهم,out_of_scope
look for book to film,search
افتح Instagram وابحث عن فيديوهات تعليمية,open_app_and_search
look for food shows,search
disable dynamic contrast,settings
شغل تطبيق Facebook,open_app
adjust color,settings
احكيلي نكتة,out_of_scope
switch to AV input,settings
run the HBO Max app,open_app
disable kids mode,settings
افتح تطبيق Facebook,open_app
query YouTube for cat videos,open_app_and_search
enable airplane mode,out_of_scope
launch my music app,open_app
Disney Plus show me Marvel,open_app_and_search
ممكن تدور على سعر الدولار,search
launch YouTube then find workout videos,open_app_and_search
enable voice assistant on phone,out_of_scope
I want HBO Max,open_app
كيف أقدر ألاقي وصفات طبخ,search
find newly added content,search
I didn't sleep well,out_of_scope
I had a strange dream,out_of_scope
find box office hits,search
in Netflix search for horror,open_app_and_search
search what's new,search
افتح التنبيهات,settings
مش فاهم,out_of_scope
open Netflix and find thriller movies,open_app_and_search
launch YouTube and search for music videos,open_app_and_search
دلني على سعر الدولار,search
I need a nap,out_of_scope
open Criterion Channel,open_app
go to Disney Plus and execute a search for Marvel,open_app_and_search
افتح تطبيق Gmail,open_app
switch to cinema mode,settings
I’m sitting on the floor,out_of_scope
look for R rated films,search
check storage,settings
I don’t feel motivated,out_of_scope
go to Prime Video and look for sci-fi,open_app_and_search
start Disney Plus and find Pixar films,open_app_and_search
I’m thinking about my goals,out_of_scope
navigate to YouTube,open_app
ابحث عن تمارين رياضية,search
find something with Tom Hanks,search
reset audio settings,settings
عايز معلومات عن أفلام جديدة,search
احكيلي نكتة,out_of_scope
كيف حالك؟,out_of_scope
افتح GPS,settings
روح على YouTube واعرض مطاعم قريبة,open_app_and_search
decrease the sound,settings
I'm watching people outside,out_of_scope
دور على أسعار السيارات,search
افتح تطبيق Instagram الآن,open_app
شغل Google ودور على صور طبيعة,open_app_and_search
أريد معرفة معلومات عن أفلام جديدة,search
I’m waiting in line,out_of_scope
طفي البيانات,settings
start Xbox app,open_app
افتح متصفح Chrome,open_app
open Hulu and search for crime shows,open_app_and_search
launch Netflix and look for horror content,open_app_and_search
أريد معرفة معلومات عن أفضل المطاعم,search
change sound mode,settings
show me recent uploads,search
get Netflix and search for documentaries,open_app_and_search
اختبرني في الرياضيات,out_of_scope
قلل الصوت,settings
I want to relax,out_of_scope
use Disney Plus,open_app
launch Rakuten,open_app
I burned my food,out_of_scope
أريد معرفة معلومات عن أماكن سياحية,search
مش فاهم,out_of_scope
شغل برنامج TikTok,open_app
Hulu search true crime,open_app_and_search
my legs hurt,out_of_scope
اليوم كان طويل,out_of_scope
دلني على أفضل المطاعم,search
I feel like dancing,out_of_scope
query Netflix for Inception,open_app_and_search
اذهب إلى WiFi,settings
launch the YouTube application,open_app
enter YouTube,open_app
show me something good,search
ارويلي قصة,out_of_scope
لا,out_of_scope
ادخل Chrome وشوف أغاني هادئة,open_app_and_search
ادخل على تطبيق Instagram,open_app
find wilderness survival shows,search
افتح إعدادات الصوت,settings
change volume,settings
I’m waiting for my friend,out_of_scope
افتح تطبيق Maps,open_app
go to MTV,open_app
ادخل YouTube وشوف فيديوهات تعليمية,open_app_and_search
open the TV show app,open_app
ادخل على تطبيق Snapchat,open_app
فعل الوضع الصامت,settings
reduce screen brightness,settings
order food delivery,out_of_scope
load Prime Video and look for westerns,open_app_and_search
launch my Prime membership,open_app
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
افتح YouTube وابحث عن أغاني هادئة,open_app_and_search
order pizza from Dominos,out_of_scope
ممكن تدور على وصفات طبخ,search
اذهب إلى الإعدادات,settings
افتح تطبيق Netflix,open_app
احكيلي نكتة,out_of_scope
I woke up too early,out_of_scope
search Everything Everywhere All at Once,search
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
set language to Spanish,settings
روح على Instagram واعرض كتب مفيدة,open_app_and_search
book a restaurant reservation,out_of_scope
افتح التنبيهات,settings
find adaptations of novels,search
