text,label
can you make it brighter quickly,brightness_up
now turn down the volume please,volume_down
tv open youtube,out_of_scope
please brighten the screen now,brightness_up
tv reduce volume quickly,volume_down
set an alarm for me,out_of_scope
now restore sound,unmute
now open youtube now,out_of_scope
tv turn down the volume for me,volume_down
now turn down the volume for me,volume_down
could you enable audio quickly,unmute
hey make it louder please,volume_up
restore sound now,unmute
can you make the sound louder now,volume_up
could you raise brightness please,brightness_up
please open netflix please,out_of_scope
now raise the sound quickly,volume_up
tv brighten the screen for me,brightness_up
increase brightness for me,brightness_up
hey what time is it please,out_of_scope
can you turn sound on quickly,unmute
can you decrease brightness now,brightness_down
hey increase brightness,brightness_up
open youtube please,out_of_scope
hey what time is it please,out_of_scope
what is the weather for me,out_of_scope
can you brighten the screen,brightness_up
hey reduce volume please,volume_down
hey tell me a joke quickly,out_of_scope
can you make it darker please,brightness_down
now restore sound for me,unmute
now tell me a joke now,out_of_scope
now enable audio now,unmute
hey lower brightness please,brightness_down
please lower the sound quickly,volume_down
tv disable audio now,mute
can you enable audio quickly,unmute
hey raise brightness now,brightness_up
could you enable audio quickly,unmute
disable audio now,mute
tv disable audio now,mute
now dim the screen now,brightness_down
could you restore sound quickly,unmute
now mute for me,mute
hey restore sound now,unmute
mute the sound,mute
now make it louder now,volume_up
tv raise brightness,brightness_up
decrease brightness quickly,brightness_down
can you play music please,out_of_scope
can you who are you now,out_of_scope
tv tell me a joke now,out_of_scope
please dim the screen quickly,brightness_down
can you what time is it,out_of_scope
now decrease brightness for me,brightness_down
hey silence the tv for me,mute
silence the tv please,mute
could you brighten the screen quickly,brightness_up
please increase brightness for me,brightness_up
hey make it quieter quickly,volume_down
enable audio now,unmute
tv boost the volume quickly,volume_up
tv reduce volume for me,volume_down
now decrease brightness quickly,brightness_down
tv can you increase the volume for me,volume_up
tv can you increase the volume for me,volume_up
hey who are you now,out_of_scope
please turn off sound quickly,mute
now no sound,mute
reduce volume for me,volume_down
could you increase brightness now,brightness_up
hey i can't hear anything now,volume_up
tv unmute for me,unmute
tv who are you please,out_of_scope
please open netflix quickly,out_of_scope
now reduce volume please,volume_down
can you increase the volume for me,volume_up
can you decrease brightness for me,brightness_down
please set an alarm quickly,out_of_scope
hey turn off snd now,mute
can you disable audio quickly,mute
brighten the screen quickly,brightness_up
could you reduce brightness please,brightness_down
can you reduce brightness,brightness_down
can you turn sound on now,unmute
could you no sound quickly,mute
make it quieter please,volume_down
lower the sound for me,volume_down
hey bring back sound now,unmute
mute the sound for me,mute
please enable audio please,unmute
can you increase brightness please,brightness_up
hey raise brightness now,brightness_up
can you unmute please,unmute
hey set an alarm,out_of_scope
bring back sound for me,unmute
please make it louder,volume_up
volume down please,volume_down
now make it louder now,volume_up
can you make the sound louder please,volume_up
turn up the volume,volume_up
lower brightness please,brightness_down
please brighten the screen for me,brightness_up
tv what is the weather quickly,out_of_scope
tv too dark increase brightness please,brightness_up
please turn down the volume now,volume_down
please dim the screen for me,brightness_down
what time is it please,out_of_scope
could you who are you now,out_of_scope
please restore sound please,unmute
make the sound louder,volume_up
could you disable audio for me,mute
no sound please,mute
tv volume up please,volume_up
tv lower the sound now,volume_down
lower brightness,brightness_down
now tell me a joke,out_of_scope
now make it louder for me,volume_up
tell me a joke now,out_of_scope
please increase brightness please,brightness_up
open youtube,out_of_scope
could you turn off sound,mute
tv mute now,mute
can you brighten the screen for me,brightness_up
please lower brightness now,brightness_down
please open youtube,out_of_scope
hey make it quieter quickly,volume_down
tv mute the sound,mute
lower brightness quickly,brightness_down
tv make it brighter now,brightness_up
please mute quickly,mute
could you increase brightness for me,brightness_up
please set an alarm for me,out_of_scope
please lower brightnes please,brightness_down
hey turn snd on now,unmute
please open youtube quickly,out_of_scope
turn sound on now,unmute
tv increase brightness quickly,brightness_up
tv too dark increase brightness for me,brightness_up
tell me a joke,out_of_scope
now make it brighter,brightness_up
could you play music please,out_of_scope
please reduce volume for me,volume_down
hey disable audio please,mute
make it brighter now,brightness_up
hey bring back sound please,unmute
please turn off sound,mute
could you restore sound,unmute
tv enable audio please,unmute
can you reduce brightness now,brightness_down
hey play music quickly,out_of_scope
tv what time is it,out_of_scope
make it brighter please,brightness_up
can you reduce volume,volume_down
tv set an alarm now,out_of_scope
can you brighten the screen quickly,brightness_up
can you too dark increase brightness,brightness_up
could you mute the sound,mute
can you enable audio,unmute
please volume down now,volume_down
tv disable audio,mute
who are you for me,out_of_scope
hey open netflix please,out_of_scope
can you brighten the screen quickly,brightness_up
decrease brightness for me,brightness_down
mute the sound please,mute
tell me a joke please,out_of_scope
no sound for me,mute
can you dim the screen please,brightness_down
please decrease volume now,volume_down
now restore sound,unmute
could you reduce brightness please,brightness_down
hey boost the volume please,volume_up
make the sound louder please,volume_up
now volume down please,volume_down
hey lower the sound now,volume_down
hey increase brightness quickly,brightness_up
now increase brightness,brightness_up
can you turn sound on now,unmute
could you make the sound louder,volume_up
could you volume down quickly,volume_down
can you decrease volume now,volume_down
now turn off sound now,mute
tv increase brightness now,brightness_up
turn sound on for me,unmute
make it louder please,volume_up
hey mute the sound please,mute
hey increase brightness quickly,brightness_up
tv brighten the screen quickly,brightness_up
can you mute the sound quickly,mute
decrease brightness now,brightness_down
can you enable audio please,unmute
hey enable audio quickly,unmute
can you lower the sound please,volume_down
hey set an alarm for me,out_of_scope
could you dim the screen,brightness_down
tv raise the sound please,volume_up
boost the volume now,volume_up
now mute the sound,mute
now make it quieter please,volume_down
could you reduce volume now,volume_down
please raise the sound please,volume_up
now turn sound on now,unmute
now make it louder quickly,volume_up
please lower the snd,volume_down
restore sound please,unmute
tv unmute,unmute
hey bring back snd quickly,unmute
tv dim the screen,brightness_down
please make it quieter please,volume_down
what is the weather,out_of_scope
tv make it brighter for me,brightness_up
hey make the sound louder please,volume_up
please disable audio for me,mute
hey lower the sound for me,volume_down
now raise brightness now,brightness_up
could you mute the sound please,mute
make it darker now,brightness_down
tv reduce brightness please,brightness_down
now reduce volume quickly,volume_down
now volume up for me,volume_up
please turn down the volme quickly,volume_down
can you enable audio quickly,unmute
could you enable audio quickly,unmute
could you disable audio,mute
please mute the snd,mute
could you dim the screen,brightness_down
tv mute please,mute
tv turn up the volume for me,volume_up
hey turn down the volume for me,volume_down
could you volume down,volume_down
could you brighten the screen quickly,brightness_up
could you make it quieter,volume_down
could you make it quieter for me,volume_down
mute the sound now,mute
disable audio quickly,mute
can you brighten the screen for me,brightness_up
could you turn down the volume please,volume_down
make the sound louder please,volume_up
please increase brightness please,brightness_up
now increase brightness now,brightness_up
hey mute now,mute
tv increase volume for me,volume_up
can you restore snd quickly,unmute
now silence the tv please,mute
please decrease volume,volume_down
can you lower the sound for me,volume_down
hey bring back sound quickly,unmute
open youtube now,out_of_scope
could you reduce brightness for me,brightness_down
can you volume down now,volume_down
could you set an alarm now,out_of_scope
brighten the screen,brightness_up
tv silence the tv now,mute
please unmute now,unmute
please restore sound for me,unmute
open youtube,out_of_scope
could you lower the snd for me,volume_down
reduce brightness for me,brightness_down
now make it brighter for me,brightness_up
now silence the tv now,mute
please make it darker for me,brightness_down
tv unmute please,unmute
hey mute the sound please,mute
now lower the sound,volume_down
who are you quickly,out_of_scope
please tell me a joke please,out_of_scope
now decrease brightness for me,brightness_down
can you mute for me,mute
please make it darker please,brightness_down
volume down,volume_down
could you reduce volume for me,volume_down
could you mute,mute
hey what time is it now,out_of_scope
could you too dark increase brightness please,brightness_up
please make the sound louder for me,volume_up
could you can you increase the volme now,volume_up
can you decrease volume please,volume_down
could you make it darker,brightness_down
please make it quieter please,volume_down
can you open youtube,out_of_scope
hey raise the sound now,volume_up
hey decrease brightness please,brightness_down
tv open youtube for me,out_of_scope
could you make the sound louder for me,volume_up
make it brighter for me,brightness_up
please open netflix please,out_of_scope
could you what is the weather please,out_of_scope
hey bring back snd,unmute
now raise brightness now,brightness_up
could you boost the volume now,volume_up
can you too dark increase brightness quickly,brightness_up
what is the weather now,out_of_scope
could you lower brightness for me,brightness_down
now what time is it,out_of_scope
can you increase the volume now,volume_up
can you restore sound please,unmute
volume up quickly,volume_up
tv dim the screen for me,brightness_down
please restore sound please,unmute
could you open netflix please,out_of_scope
could you make it quieter please,volume_down
could you decrease brighness now,brightness_down
can you mute please,mute
please make it brighter quickly,brightness_up
please decrease brightness please,brightness_down
tv dim the screen quickly,brightness_down
can you can you increase the volume now,volume_up
now brighten the screen quickly,brightness_up
hey no sound,mute
tv raise the sound quickly,volume_up
tv enable audio,unmute
can you bring back sound now,unmute
now dim the screen,brightness_down
now lower the sound,volume_down
please silence the tv now,mute
no sound,mute
can you too dark increase brighness,brightness_up
hey make it darker,brightness_down
hey lower brightness please,brightness_down
tv mute,mute
can you disable audio quickly,mute
can you reduce brightness quickly,brightness_down
bring back sound please,unmute
could you what time is it please,out_of_scope
please mute the sound now,mute
tv turn off sound now,mute
tv turn sound on now,unmute
can you no sound now,mute
tv make it quieter for me,volume_down
could you lower brightness for me,brightness_down
can you brighten the screen quickly,brightness_up
could you make it darker please,brightness_down
hey disable audio now,mute
please mute the sound,mute
now too dark increase brightness for me,brightness_up
can you decrease brighness,brightness_down
now lower the sound quickly,volume_down
tv make the sound louder for me,volume_up
volume down quickly,volume_down
please decrease brightness quickly,brightness_down
can you volume up please,volume_up
now turn sound on quickly,unmute
raise brightness for me,brightness_up
hey open youtube for me,out_of_scope
could you restore snd for me,unmute
what is the weather quickly,out_of_scope
can you tell me a joke now,out_of_scope
tv reduce volume please,volume_down
now raise brightness please,brightness_up
please open youtube quickly,out_of_scope
now what time is it quickly,out_of_scope
hey disable audio please,mute
can you silence the tv quickly,mute
restore sound quickly,unmute
could you dim the screen quickly,brightness_down
hey bring back sound now,unmute
can you silence the tv now,mute
can you too dark increase brightness now,brightness_up
tv what time is it please,out_of_scope
hey raise brightness for me,brightness_up
hey volume up,volume_up
now silence the tv for me,mute
could you unmute,unmute
too dark increase brightness now,brightness_up
turn sound on please,unmute
can you turn off sound now,mute
can you make it quieter,volume_down
tv decrease volume for me,volume_down
hey dim the screen for me,brightness_down
tv too dark increase brightness,brightness_up
now make the sound louder please,volume_up
now i can't hear anything for me,volume_up
make it brighter,brightness_up
please make the sound louder,volume_up
tv tell me a joke for me,out_of_scope
now too dark increase brightness now,brightness_up
now restore sound,unmute
can you reduce brightness,brightness_down
can you mute the sound please,mute
tv bring back sound please,unmute
tv dim the screen quickly,brightness_down
could you reduce brightness,brightness_down
could you lower brightness for me,brightness_down
can you reduce volume quickly,volume_down
can you turn sound on quickly,unmute
can you raise brightness,brightness_up
hey lower the sound please,volume_down
can you dim the screen now,brightness_down
too dark increase brightness for me,brightness_up
unmute for me,unmute
can you boost the volume now,volume_up
could you mute please,mute
can you open youtube now,out_of_scope
mute the sound,mute
now make it louder for me,volume_up
tv boost the volume,volume_up
can you dim the screen quickly,brightness_down
tv unmute quickly,unmute
tv decrease volume quickly,volume_down
hey raise brightness now,brightness_up
can you too dark increase brightness now,brightness_up
hey make it darker now,brightness_down
make it brighter please,brightness_up
hey increase volume for me,volume_up
decrease volume please,volume_down
could you volume down for me,volume_down
now brighten the screen for me,brightness_up
could you mute,mute
brighten the screen,brightness_up
tv lower the sound for me,volume_down
now decrease brightness please,brightness_down
can you make it darker please,brightness_down
unmute now,unmute
hey play music now,out_of_scope
now make it darker,brightness_down
tv too dark increase brightness,brightness_up
can you lower the sound quickly,volume_down
tv turn up the volume for me,volume_up
can you lower brightness,brightness_down
hey brighten the screen quickly,brightness_up
hey open youtube for me,out_of_scope
now play music for me,out_of_scope
who are you now,out_of_scope
can you set an alarm now,out_of_scope
now enable audio now,unmute
tv restore sound,unmute
now turn up the volume quickly,volume_up
hey make it quieter now,volume_down
increase brightness please,brightness_up
can you decrease volume quickly,volume_down
raise the sound now,volume_up
can you increase the volume please,volume_up
turn sound on quickly,unmute
play music now,out_of_scope
can you decrease volume now,volume_down
make it quieter quickly,volume_down
hey raise brightness quickly,brightness_up
tv disable audio for me,mute
could you too dark increase brightness,brightness_up
hey unmute for me,unmute
could you restore sound,unmute
hey turn off snd for me,mute
hey too dark increase brightness please,brightness_up
now open netflix,out_of_scope
please disable audio please,mute
can you open netflix quickly,out_of_scope
tv play music please,out_of_scope
tv unmute,unmute
tv turn sound on quickly,unmute
mute the sound,mute
hey lower the sound now,volume_down
now raise the sound please,volume_up
hey turn down the volume now,volume_down
could you play music now,out_of_scope
reduce volume for me,volume_down
tv lower brightness now,brightness_down
please increase brightness for me,brightness_up
please too dark increase brightness now,brightness_up
play music quickly,out_of_scope
can you make it louder quickly,volume_up
can you who are you for me,out_of_scope
could you who are you please,out_of_scope
tv boost the volume quickly,volume_up
can you turn up the volume now,volume_up
mute now,mute
tv reduce brightness please,brightness_down
could you silence the tv now,mute
please make it brighter quickly,brightness_up
please lower the sound for me,volume_down
now increase brightness now,brightness_up
please reduce brightness,brightness_down
now set an alarm please,out_of_scope
hey unmute please,unmute
please mute the sound now,mute
please make it darker,brightness_down
now volume up now,volume_up
now turn down the volume please,volume_down
please bring back snd quickly,unmute
please tell me a joke now,out_of_scope
could you too dark increase brighness please,brightness_up
please decrease volume please,volume_down
tv make it brighter now,brightness_up
hey too dark increase brighness,brightness_up
please increase brightness quickly,brightness_up
tell me a joke quickly,out_of_scope
please make it brighter quickly,brightness_up
now dim the screen,brightness_down
can you turn up the volume for me,volume_up
tv disable audio please,mute
hey open youtube for me,out_of_scope
now open netflix please,out_of_scope
please reduce volume for me,volume_down
make the sound louder please,volume_up
hey set an alarm,out_of_scope
can you mute for me,mute
can you turn off sound please,mute
please turn up the volme,volume_up
please can you increase the volume please,volume_up
now enable audio for me,unmute
make the sound louder,volume_up
now bring back sound now,unmute
could you restore sound for me,unmute
could you reduce brightness,brightness_down
please who are you,out_of_scope
now can you increase the volume for me,volume_up
hey make it quieter,volume_down
could you make it darker now,brightness_down
could you make the sound louder for me,volume_up
now turn off sound for me,mute
can you mute quickly,mute
can you restore sound please,unmute
can you disable audio please,mute
mute now,mute
could you turn down the volume now,volume_down
tv what time is it,out_of_scope
tv no sound for me,mute
now too dark increase brighness quickly,brightness_up
can you too dark increase brightness quickly,brightness_up
now open youtube quickly,out_of_scope
tv too dark increase brightness please,brightness_up
can you who are you now,out_of_scope
no sound please,mute
could you mute please,mute
can you decrease volume please,volume_down
hey turn down the volume now,volume_down
tv increase brightness for me,brightness_up
hey make it brighter,brightness_up
could you turn sound on for me,unmute
could you reduce brightnes for me,brightness_down
hey lower the sound please,volume_down
could you volume down now,volume_down
hey lower the snd please,volume_down
turn sound on now,unmute
hey tell me a joke please,out_of_scope
play music for me,out_of_scope
could you disable audio for me,mute
disable audio,mute
hey make it brighter,brightness_up
tv raise the sound for me,volume_up
now silence the tv please,mute
could you decrease volume,volume_down
tv increase volume now,volume_up
tv reduce volume quickly,volume_down
please reduce volume quickly,volume_down
now make it quieter,volume_down
now decrease brightness for me,brightness_down
please raise the sound quickly,volume_up
tv play music now,out_of_scope
can you make it darker now,brightness_down
hey disable audio for me,mute
hey increase volume for me,volume_up
can you make it quieter please,volume_down
can you make it brighter please,brightness_up
can you decrease volume,volume_down
please dim the screen,brightness_down
could you mute the sound please,mute
hey mute please,mute
now open netflix,out_of_scope
can you tell me a joke for me,out_of_scope
hey make it darker quickly,brightness_down
please volume down now,volume_down
hey disable audio quickly,mute
can you raise brightnes,brightness_up
hey reduce volume please,volume_down
now boost the volume now,volume_up
could you decrease volume please,volume_down
tv raise brightness quickly,brightness_up
turn sound on quickly,unmute
please increase brightness now,brightness_up
can you make it louder now,volume_up
please raise brightness,brightness_up
could you reduce volume,volume_down
could you turn sound on please,unmute
please turn down the volume now,volume_down
hey make it brighter quickly,brightness_up
please raise brightness for me,brightness_up
now turn sound on quickly,unmute
can you who are you,out_of_scope
tv make the snd louder,volume_up
now disable audio now,mute
can you turn down the volume for me,volume_down
hey turn off sound for me,mute
hey reduce brightness please,brightness_down
tv open youtube please,out_of_scope
could you increase volume now,volume_up
please no sound now,mute
tv tell me a joke for me,out_of_scope
turn off sound quickly,mute
now too dark increase brightness now,brightness_up
please lower the snd for me,volume_down
tv decrease brightness for me,brightness_down
could you turn down the volume for me,volume_down
tv decrease volume now,volume_down
tv silence the tv quickly,mute
hey unmute please,unmute
now increase brightness,brightness_up
hey bring back snd quickly,unmute
can you what time is it quickly,out_of_scope
tv reduce volume quickly,volume_down
please make it brighter for me,brightness_up
hey volume up for me,volume_up
now make the sound louder please,volume_up
tv boost the volume quickly,volume_up
could you make it darker,brightness_down
now raise brightness quickly,brightness_up
please restore sound quickly,unmute
can you make the sound louder quickly,volume_up
too dark increase brightnes now,brightness_up
tv turn down the volume,volume_down
please turn sound on,unmute
could you volume down for me,volume_down
could you what time is it please,out_of_scope
please mute the sound now,mute
hey reduce volume,volume_down
please lower brightness for me,brightness_down
volume up,volume_up
hey make it quieter quickly,volume_down
hey turn down the volume for me,volume_down
could you turn off sound for me,mute
lower brightness for me,brightness_down
make it darker for me,brightness_down
please raise brightness now,brightness_up
please make the sound louder,volume_up
hey unmute please,unmute
tv restore sound,unmute
lower brightness now,brightness_down
dim the screen quickly,brightness_down
could you set an alarm quickly,out_of_scope
tv restore sound please,unmute
please make it louder please,volume_up
could you restore sound now,unmute
please brighten the screen now,brightness_up
make it quieter quickly,volume_down
now silence the tv quickly,mute
could you increase brightness,brightness_up
can you dim the screen,brightness_down
hey can you increase the volume now,volume_up
please play music please,out_of_scope
please open youtube for me,out_of_scope
can you turn off sound please,mute
tv tell me a joke please,out_of_scope
hey reduce volume please,volume_down
now what time is it now,out_of_scope
could you no sound,mute
can you mute please,mute
now increase brightness please,brightness_up
could you who are you now,out_of_scope
increase volume now,volume_up
could you make it louder please,volume_up
tv make it louder quickly,volume_up
can you restore sound for me,unmute
hey unmute quickly,unmute
now too dark increase brightness now,brightness_up
tv too dark increase brightness please,brightness_up
could you disable audio,mute
hey enable audio please,unmute
mute for me,mute
now restore sound now,unmute
could you volume down for me,volume_down
can you reduce brightness for me,brightness_down
tv no sound for me,mute
lower the sound quickly,volume_down
hey volume down,volume_down
now dim the screen quickly,brightness_down
mute please,mute
now make it darker,brightness_down
can you set an alarm quickly,out_of_scope
reduce volume now,volume_down
now reduce volume quickly,volume_down
now reduce brightness quickly,brightness_down
lower the sound now,volume_down
now brighten the screen quickly,brightness_up
can you set an alarm now,out_of_scope
hey turn sound on now,unmute
hey set an alarm quickly,out_of_scope
could you mute,mute
could you who are you quickly,out_of_scope
hey mute quickly,mute
please disable audio for me,mute
hey who are you please,out_of_scope
please lower brightness now,brightness_down
please lower brightness quickly,brightness_down
could you mute,mute
tv volume up please,volume_up
tv turn sound on please,unmute
could you open youtube please,out_of_scope
please disable audio,mute
could you make it darker quickly,brightness_down
hey turn down the volume for me,volume_down
volume up,volume_up
lower the sound quickly,volume_down
tv dim the screen quickly,brightness_down
could you make it darker,brightness_down
could you raise brightness now,brightness_up
please enable audio please,unmute
hey reduce brightness,brightness_down
please make it brighter please,brightness_up
please tell me a joke now,out_of_scope
can you lower brightness,brightness_down
please make it louder please,volume_up
hey bring back sound now,unmute
tv bring back sound quickly,unmute
hey lower brightness for me,brightness_down
can you decrease brightness quickly,brightness_down
no sound quickly,mute
tv i can't hear anything quickly,volume_up
tv restore snd for me,unmute
now turn sound on for me,unmute
could you raise brightness quickly,brightness_up
can you what time is it for me,out_of_scope
now increase brightness please,brightness_up
now disable audio,mute
can you set an alarm quickly,out_of_scope
tv increase volume for me,volume_up
make it brighter for me,brightness_up
tv reduce brightness for me,brightness_down
please restore sound quickly,unmute
can you make it darker,brightness_down
hey bring back sound,unmute
can you mute please,mute
can you reduce volume,volume_down
mute the sound now,mute
increase volume quickly,volume_up
tv raise brightness please,brightness_up
no sound for me,mute
decrease brightness now,brightness_down
hey brighten the screen please,brightness_up
please decrease brightness now,brightness_down
hey make it brighter,brightness_up
tv raise brightness please,brightness_up
tv increase volume for me,volume_up
please unmute quickly,unmute
enable audio quickly,unmute
tv reduce brightness quickly,brightness_down
could you disable audio now,mute
now turn sound on,unmute
please decrease volume for me,volume_down
could you turn sound on,unmute
tv lower brightness quickly,brightness_down
could you lower brighness quickly,brightness_down
bring back sound please,unmute
now restore sound,unmute
please make it brighter quickly,brightness_up
turn off sound,mute
please reduce brightness for me,brightness_down
tv who are you quickly,out_of_scope
restore sound please,unmute
hey i can't hear anything,volume_up
now raise the sound,volume_up
now raise the sound now,volume_up
hey lower brightness now,brightness_down
can you decrease volume for me,volume_down
please raise brightness please,brightness_up
disable audio please,mute
now what time is it please,out_of_scope
can you mute the sound for me,mute
can you restore sound quickly,unmute
now lower the sound,volume_down
hey make it louder quickly,volume_up
tv lower brightness quickly,brightness_down
hey make it darker now,brightness_down
could you boost the volume please,volume_up
silence the tv for me,mute
tv make it darker,brightness_down
tv bring back sound,unmute
can you raise the snd for me,volume_up
hey unmute,unmute
please increase volume,volume_up
tv too dark increase brightness please,brightness_up
now reduce brightness now,brightness_down
make it quieter quickly,volume_down
hey brighten the screen,brightness_up
can you make it darker please,brightness_down
now i can't hear anything quickly,volume_up
what time is it quickly,out_of_scope
can you reduce volume now,volume_down
could you make the sound louder please,volume_up
tv decrease brightness please,brightness_down
can you no sound,mute
please turn up the volume please,volume_up
turn snd on please,unmute
could you lower the sound quickly,volume_down
tell me a joke now,out_of_scope
tv mute quickly,mute
can you silence the tv please,mute
can you restore sound,unmute
can you decrease brightness quickly,brightness_down
volume down please,volume_down
now open netflix for me,out_of_scope
now reduce volume now,volume_down
tv mute the sound quickly,mute
hey no sound now,mute
please make it louder for me,volume_up
could you increase volume please,volume_up
could you who are you for me,out_of_scope
play music,out_of_scope
hey open youtube,out_of_scope
can you decrease volume please,volume_down
could you play music for me,out_of_scope
now restore sound please,unmute
can you raise the sound please,volume_up
make the sound louder,volume_up
could you turn down the volume for me,volume_down
increase volume for me,volume_up
can you enable audio for me,unmute
hey decrease volume quickly,volume_down
tv boost the volume now,volume_up
could you raise brightness now,brightness_up
could you raise the snd for me,volume_up
can you raise brightness for me,brightness_up
mute the sound please,mute
tv turn off sound for me,mute
lower the sound,volume_down
tv make it louder,volume_up
can you mute the sound now,mute
now restore sound quickly,unmute
now raise the sound quickly,volume_up
now boost the volume quickly,volume_up
now dim the screen for me,brightness_down
hey turn sound on quickly,unmute
tv brighten the screen quickly,brightness_up
now decrease brightness now,brightness_down
hey reduce brightness quickly,brightness_down
hey mute the sound for me,mute
now brighten the screen for me,brightness_up
now play music please,out_of_scope
tv reduce brightness quickly,brightness_down
tv lower brightness,brightness_down
please turn sound on now,unmute
hey turn down the volume quickly,volume_down
tv disable audio quickly,mute
now i can't hear anything quickly,volume_up
tv play music please,out_of_scope
reduce brightness quickly,brightness_down
please turn sound on please,unmute
can you tell me a joke now,out_of_scope
now silence the tv now,mute
tv volume down for me,volume_down
now reduce brightness for me,brightness_down
now can you increase the volume quickly,volume_up
could you increase brightness,brightness_up
